PID,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Land Contour,Neighborhood,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Mo Sold,Yr Sold,SalePrice
471,20,61,7740,Reg,Lvl,NridgHt,TwnhsE,9,5,2006,2006,1686,Y,1686,0,1686,2,6,1,3,899,6,2006,332200
2771,20,73,8925,IR1,HLS,Timber,1Fam,8,5,2007,2007,1466,Y,1466,0,1466,2,7,0,3,610,7,2009,201000
869,20,65,8450,Reg,Lvl,Sawyer,1Fam,5,6,1968,1968,882,Y,909,0,909,1,5,0,1,294,11,2006,116000
2813,60,88,12665,IR1,Lvl,Timber,1Fam,8,5,2005,2006,1094,Y,1133,1349,2482,2,9,1,3,642,2,2007,281213
457,120,48,6472,Reg,Lvl,NridgHt,TwnhsE,9,5,2008,2008,1451,Y,1456,0,1456,2,6,1,2,539,4,2009,248500
935,160,24,2544,Reg,Lvl,Somerst,Twnhs,7,5,2005,2005,600,Y,520,623,1223,2,4,0,2,480,7,2006,149900
2890,20,50,6953,Reg,Lvl,Mitchel,1Fam,5,7,1971,2004,864,Y,874,0,874,1,5,0,1,352,6,2010,130000
2640,20,70,18044,IR1,HLS,Crawfor,1Fam,8,5,1986,1986,279,Y,2726,0,2726,2,6,1,2,691,8,2007,315000
439,120,41,6289,IR1,Lvl,NridgHt,TwnhsE,6,5,2005,2006,1362,Y,1362,0,1362,2,6,1,2,460,6,2007,207000
610,60,84,9660,IR1,Lvl,NoRidge,1Fam,8,5,1998,1998,1044,Y,1079,897,1976,2,7,1,3,885,2,2006,286000
2356,20,75,9750,Reg,Lvl,CollgCr,1Fam,7,5,2004,2004,1445,Y,1445,0,1445,2,6,0,2,470,6,2008,186500
2744,60,42,26178,IR1,Lvl,Timber,1Fam,7,5,1989,1990,1210,Y,1238,1281,2519,2,9,2,2,628,4,2006,335000
2439,160,24,2522,Reg,Lvl,Edwards,Twnhs,7,5,2004,2004,970,Y,970,739,1709,2,7,0,2,380,5,2006,134000
2504,50,55,4500,IR2,Bnk,SWISU,1Fam,5,5,1932,2000,793,Y,848,672,1520,1,6,0,1,281,7,2009,159434
108,160,44,5306,IR1,Lvl,StoneBr,TwnhsE,7,7,1987,1987,1064,Y,1064,703,1767,2,5,1,2,504,6,2006,239000
2503,50,70,6300,Reg,Lvl,SWISU,1Fam,5,4,1938,1950,832,Y,832,436,1268,1,7,2,1,250,7,2009,160000
299,20,65,7514,Reg,Lvl,NAmes,1Fam,5,7,1967,1975,943,Y,1387,0,1387,1,6,1,1,300,9,2006,145000
2596,70,61,7259,IR1,Lvl,Crawfor,1Fam,6,8,1945,2002,1028,Y,1436,884,2320,2,9,1,1,180,7,2007,259500
2541,70,60,7200,Reg,Lvl,SWISU,1Fam,7,9,1936,2007,560,Y,575,560,1135,1,6,0,2,576,4,2009,155000
1622,70,60,9600,Reg,Lvl,OldTown,1Fam,4,2,1900,1950,1095,N,1095,679,1774,2,8,0,3,779,5,2006,87000
1068,20,78,9360,Reg,Lvl,NAmes,1Fam,6,7,1968,2004,976,Y,976,0,976,1,4,1,2,504,8,2006,157500
1335,20,60,7200,Reg,Lvl,NAmes,1Fam,5,7,1955,2007,0,Y,827,0,827,1,5,1,1,392,4,2010,107500
1465,20,70,7931,Reg,Lvl,NAmes,1Fam,5,6,1960,1960,1269,Y,1269,0,1269,1,6,1,1,308,6,2008,155000
2470,20,74,10206,Reg,Lvl,Edwards,1Fam,3,3,1952,1952,0,N,944,0,944,1,4,0,2,528,7,2009,82000
2852,20,62,9858,Reg,Lvl,Mitchel,1Fam,5,6,1968,1968,864,Y,874,0,874,1,5,0,1,288,11,2009,130000
2015,20,70,10519,Reg,Lvl,Edwards,1Fam,5,8,1955,1999,1057,Y,1057,0,1057,1,6,0,1,288,3,2006,137000
2252,20,70,7700,Reg,Lvl,CollgCr,1Fam,5,5,1972,1972,882,Y,882,0,882,1,5,0,2,461,3,2007,112500
2232,20,38,15240,IR1,Lvl,CollgCr,1Fam,5,8,1977,2004,1026,Y,1026,0,1026,1,5,0,1,308,6,2010,150000
693,20,85,10130,Reg,Lvl,Somerst,1Fam,8,5,2007,2007,1702,Y,1702,0,1702,2,7,1,3,844,3,2009,275500
2631,80,85,19645,IR1,Lvl,Crawfor,1Fam,7,6,1994,2007,423,Y,896,756,1652,2,6,0,2,473,6,2010,203135
1771,70,60,11414,IR1,Lvl,BrkSide,1Fam,7,8,1910,1993,728,N,1136,883,2019,1,8,0,2,532,10,2009,167500
699,20,76,9158,Reg,Lvl,Somerst,1Fam,8,5,2007,2007,1496,Y,1496,0,1496,2,7,0,2,474,6,2007,225000
2478,50,60,8172,Reg,Lvl,Edwards,1Fam,4,6,1954,1972,941,Y,997,473,1470,2,7,0,1,548,5,2008,135000
2438,180,35,3675,Reg,Lvl,Edwards,TwnhsE,6,5,2005,2006,547,Y,1072,0,1072,1,5,0,2,525,10,2006,142500
1234,20,80,14695,IR1,Lvl,NAmes,1Fam,6,8,1966,2008,1562,Y,1567,0,1567,2,5,2,2,542,7,2009,256000
2410,85,64,7301,Reg,Lvl,Edwards,1Fam,7,5,2003,2003,0,Y,495,1427,1922,3,7,1,2,672,7,2009,198500
1165,20,57,8280,IR1,Lvl,NAmes,1Fam,6,5,1950,1950,932,Y,932,0,932,1,4,1,1,306,11,2007,124000
2234,20,75,10650,Reg,Lvl,CollgCr,1Fam,5,6,1976,1976,894,Y,894,0,894,1,5,0,1,308,2,2010,128200
366,20,95,11578,Reg,Lvl,NridgHt,1Fam,9,5,2008,2008,1736,Y,1736,0,1736,2,7,1,3,834,7,2009,360000
2058,50,79,12327,IR1,Low,SawyerW,1Fam,8,8,1983,2009,1496,Y,1496,636,2132,1,5,1,2,612,9,2009,316600
2403,20,73,10921,Reg,HLS,Edwards,1Fam,4,5,1965,1965,960,Y,960,0,960,1,6,0,1,432,5,2007,94750
2589,50,81,8170,IR1,Lvl,Crawfor,1Fam,7,7,1929,1950,1022,Y,1122,549,1671,2,7,1,2,451,2,2006,218000
113,60,63,12292,IR1,HLS,StoneBr,1Fam,9,5,2006,2006,1094,Y,1102,1371,2473,2,11,1,3,675,7,2006,356383
1861,50,65,6001,IR1,Bnk,SWISU,1Fam,6,5,1940,1950,600,N,600,319,919,1,5,0,1,231,3,2010,95000
251,20,70,8120,Reg,Lvl,NAmes,1Fam,4,7,1970,1970,864,Y,864,0,864,1,5,0,2,463,7,2009,124500
2126,20,73,8760,Reg,Lvl,CollgCr,1Fam,8,5,2006,2006,1489,Y,1500,0,1500,2,7,1,2,674,6,2007,212999
337,60,67,14948,IR1,Lvl,NridgHt,1Fam,9,5,2008,2008,1452,Y,1476,1237,2713,2,11,1,3,858,11,2008,446261
2669,50,64,11067,Reg,Lvl,IDOTRR,1Fam,2,4,1939,1950,0,Y,640,0,845,1,4,0,1,256,3,2007,68104
2146,20,91,11778,Reg,Lvl,CollgCr,1Fam,9,5,2008,2008,1751,Y,1766,0,1766,2,8,2,3,874,12,2008,395039
1080,90,74,13101,IR1,Lvl,NAmes,Duplex,5,5,1965,1965,1728,Y,1728,0,1728,2,10,0,2,576,11,2008,142600
461,120,40,6792,IR1,Lvl,NridgHt,TwnhsE,7,5,2005,2006,1368,Y,1368,0,1368,2,6,1,2,474,3,2006,202665
639,20,59,10593,IR1,Lvl,NoRidge,1Fam,7,5,1996,1996,1720,Y,1720,0,1720,2,7,1,2,527,3,2010,260400
1211,60,79,9462,Reg,Lvl,NAmes,1Fam,5,6,1949,1973,704,Y,1024,704,1728,1,7,1,1,234,7,2006,137000
1994,50,50,5190,Reg,Lvl,Edwards,1Fam,7,5,1948,1950,570,Y,617,462,1079,1,5,1,1,249,1,2008,125600
2245,20,69,9920,IR1,Lvl,CollgCr,1Fam,5,6,1969,1969,971,Y,971,0,971,1,5,1,1,300,5,2006,128500
1208,50,79,9490,Reg,Lvl,NAmes,1Fam,6,7,1941,1950,806,Y,958,620,1578,1,5,2,1,240,8,2006,133000
2198,20,68,9017,IR1,Lvl,CollgCr,1Fam,7,5,1999,1999,1431,Y,1431,0,1431,2,6,0,2,666,9,2009,192000
254,20,70,10500,Reg,Lvl,NAmes,1Fam,4,6,1971,1971,864,Y,864,0,864,1,4,0,2,576,3,2009,97000
1277,20,90,13200,IR1,Lvl,NAmes,1Fam,6,6,1958,1958,1395,Y,1570,0,1570,1,5,1,2,441,5,2008,166800
2079,70,120,26400,Reg,Bnk,SawyerW,1Fam,5,7,1880,2007,0,Y,1288,728,2016,1,7,1,2,576,6,2009,131000
446,120,34,5001,IR1,Lvl,NridgHt,Twnhs,7,5,2007,2008,1314,Y,1314,0,1314,2,6,1,2,626,7,2009,230000
52,120,28,7296,IR1,Lvl,StoneBr,TwnhsE,8,5,2004,2005,2208,Y,2522,0,2522,2,8,1,2,564,11,2009,375000
575,120,34,5063,Reg,Lvl,NridgHt,Twnhs,7,5,2007,2008,1314,Y,1314,0,1314,2,6,1,2,626,4,2009,207500
1666,50,81,12150,Reg,Lvl,OldTown,1Fam,5,5,1954,1954,1050,N,1050,745,1795,2,7,0,1,352,11,2008,131500
1451,20,70,7000,Reg,Lvl,NAmes,1Fam,5,7,1960,2002,1010,Y,1134,0,1134,1,6,0,1,254,4,2007,135000
2688,50,66,8712,Reg,HLS,IDOTRR,1Fam,4,7,1900,1950,859,Y,859,319,1178,1,7,0,1,384,1,2010,102776
50,80,56,8872,IR1,HLS,Gilbert,1Fam,6,5,1997,1997,384,Y,754,630,1384,2,7,1,2,390,3,2007,161500
1268,20,75,9750,Reg,Lvl,NAmes,1Fam,6,6,1958,1958,1442,Y,1442,0,1442,1,7,0,1,301,4,2007,157900
2214,20,88,12803,IR1,Lvl,CollgCr,1Fam,7,5,2002,2002,1494,Y,1494,0,1494,2,6,1,2,530,9,2008,221000
798,60,70,8304,IR1,Lvl,SawyerW,1Fam,6,5,1997,1998,941,Y,941,896,1837,2,7,0,2,688,7,2006,187000
1001,20,110,15417,Reg,Lvl,Veenker,1Fam,7,5,1981,1981,1740,Y,1740,0,1740,1,7,0,2,540,6,2009,241600
2075,60,80,9828,IR1,Lvl,SawyerW,1Fam,8,5,1995,1995,1128,Y,1142,878,2020,2,8,1,2,466,6,2009,239500
1120,90,85,11475,Reg,Lvl,NAmes,Duplex,5,5,1958,1958,1584,Y,1776,0,1776,2,9,0,3,888,7,2009,110000
2051,50,104,23920,Reg,Lvl,SawyerW,1Fam,6,5,1984,1984,1105,Y,1105,717,1822,2,7,1,2,515,4,2007,228500
859,20,75,8100,Reg,Lvl,Sawyer,1Fam,5,8,1961,2007,864,Y,864,0,864,1,5,1,1,420,7,2008,135000
2785,50,44,13758,IR1,Lvl,Timber,1Fam,7,5,1990,1991,1156,Y,1187,530,1717,2,7,1,2,400,4,2007,187500
1187,50,92,7438,IR1,Lvl,BrkSide,1Fam,5,8,1908,1991,504,Y,936,316,1252,1,5,0,2,576,6,2006,127000
1539,70,66,3960,Reg,Lvl,OldTown,1Fam,7,8,1930,1950,502,N,502,502,1004,1,5,1,1,200,7,2006,105000
2537,70,66,8969,Reg,Bnk,Crawfor,1Fam,6,6,1926,1950,644,Y,672,644,1316,1,6,1,1,369,7,2008,145000
720,20,72,8640,Reg,Lvl,Somerst,1Fam,7,5,2008,2008,1402,Y,1402,0,1402,2,7,0,2,625,5,2009,229800
806,60,43,14565,IR2,Lvl,SawyerW,1Fam,7,5,1994,1995,832,Y,832,825,1657,2,6,0,2,483,11,2008,189000
2292,20,70,8749,Reg,Lvl,CollgCr,1Fam,7,5,2002,2002,1459,Y,1459,0,1459,2,6,1,2,527,9,2007,192000
1122,20,100,10004,Reg,Lvl,NAmes,1Fam,6,6,1964,1964,1516,Y,1516,0,1516,1,6,0,2,472,2,2009,167000
392,20,76,9591,Reg,Lvl,NridgHt,1Fam,8,5,2004,2005,1713,Y,1713,0,1713,2,7,1,3,856,1,2009,274900
1473,45,64,6390,Reg,Lvl,NAmes,1Fam,6,7,1954,1954,936,Y,984,0,984,1,4,0,1,280,6,2008,112500
1039,60,80,10400,Reg,Lvl,NWAmes,1Fam,6,5,1972,1972,732,Y,1012,778,1790,1,8,1,2,484,11,2006,165150
2673,50,75,9060,Reg,Lvl,IDOTRR,1Fam,6,5,1957,1957,967,Y,967,671,1638,2,6,0,1,384,4,2006,139000
2832,20,94,25286,Reg,HLS,Mitchel,1Fam,4,5,1963,1963,1064,Y,1040,0,1040,1,5,0,2,648,1,2007,132250
2646,50,50,7000,Reg,Lvl,IDOTRR,1Fam,6,7,1940,1950,720,Y,720,495,1215,1,6,0,2,720,5,2007,141000
2602,70,75,12000,Reg,Bnk,Crawfor,1Fam,7,7,1941,1950,704,Y,860,704,1564,1,7,1,1,234,7,2009,174500
340,20,107,14450,Reg,Lvl,NridgHt,1Fam,9,5,2006,2007,2121,Y,2121,0,2121,2,8,1,3,732,5,2007,415298
1487,20,81,7635,IR1,Lvl,NAmes,1Fam,5,6,1960,1960,1175,Y,1175,0,1175,1,6,0,2,484,6,2010,148000
1746,50,52,6240,Reg,Lvl,BrkSide,1Fam,6,6,1931,1950,884,Y,959,408,1367,1,6,1,1,560,11,2007,127500
178,20,80,10400,Reg,Lvl,NWAmes,1Fam,7,5,1988,1988,1845,Y,1872,0,1872,2,6,1,2,604,6,2006,241500
449,60,105,13650,Reg,Lvl,NridgHt,1Fam,8,5,2002,2002,1671,Y,1687,563,2250,2,7,1,3,756,6,2010,320000
2784,80,125,14419,IR1,Lvl,Timber,1Fam,7,5,1987,1989,1645,Y,1479,0,1479,2,7,1,2,578,7,2009,213500
683,20,116,13501,IR1,Lvl,Somerst,1Fam,8,5,2006,2006,1623,Y,1636,0,1636,2,8,1,3,865,6,2007,255000
2873,160,21,2001,Reg,Lvl,MeadowV,Twnhs,4,5,1970,1970,546,Y,546,546,1092,1,6,0,1,286,1,2007,75000
2263,85,70,8445,Reg,Lvl,CollgCr,1Fam,5,7,1972,2007,768,Y,768,0,768,1,5,0,2,396,3,2009,133000
1813,60,60,9780,Reg,Lvl,IDOTRR,1Fam,7,9,1950,2005,976,Y,976,976,1952,1,8,2,1,299,4,2007,212300
1699,70,59,5870,Reg,Lvl,BrkSide,1Fam,6,9,1900,2000,554,Y,736,554,1290,1,6,0,1,200,4,2008,106900
41,20,50,14859,IR1,HLS,Gilbert,1Fam,7,5,2006,2006,1670,Y,1670,0,1670,2,7,1,3,690,8,2006,240000
767,20,80,9605,Reg,Lvl,SawyerW,1Fam,7,6,2007,2007,1218,Y,1218,0,1218,1,6,0,2,576,4,2009,159000
1354,45,60,9600,Reg,Lvl,NAmes,1Fam,5,7,1949,2003,845,Y,893,0,893,1,4,0,2,576,5,2007,135000
2895,20,124,27697,Reg,Lvl,Mitchel,1Fam,4,3,1961,1961,1396,N,1608,0,1608,1,6,0,1,444,11,2007,80000
1360,70,113,21281,Reg,Lvl,NAmes,1Fam,5,4,1935,2007,666,Y,1308,1778,3086,3,9,0,3,1200,11,2007,301600
1060,60,70,8400,Reg,Lvl,NWAmes,1Fam,8,6,2001,2001,810,Y,810,855,1665,2,6,0,2,528,11,2009,227000
1754,70,60,6155,IR1,Lvl,BrkSide,1Fam,6,8,1920,1999,611,Y,751,611,1362,2,6,0,2,502,6,2008,128000
968,60,79,10646,IR1,Lvl,Somerst,1Fam,7,5,2001,2001,858,Y,872,917,1789,2,7,1,2,546,6,2008,223000
1553,70,50,9000,Reg,Lvl,OldTown,1Fam,5,6,1880,1991,636,Y,1089,661,1750,1,8,0,1,240,6,2006,124000
949,120,42,4385,IR1,Lvl,Somerst,TwnhsE,9,5,2001,2001,1419,Y,1419,0,1419,1,5,1,2,588,9,2008,290000
1841,70,107,12888,Reg,Bnk,Sawyer,1Fam,7,8,1937,1980,1005,Y,1262,1005,2267,1,7,2,2,498,4,2007,219000
468,120,48,7841,IR1,Lvl,NridgHt,TwnhsE,9,5,2005,2005,1577,Y,1577,0,1577,2,6,1,2,564,5,2007,280000
1773,70,60,8730,Reg,Lvl,BrkSide,1Fam,6,7,1915,2003,698,Y,698,698,1396,1,7,0,1,384,7,2007,153575
2909,90,70,7700,Reg,Lvl,Mitchel,Duplex,5,2,1985,1986,1216,Y,1216,1216,2432,4,10,0,2,616,2,2010,159000
2442,160,24,2522,Reg,Lvl,Edwards,Twnhs,7,5,2004,2004,970,Y,970,739,1709,2,7,0,2,380,4,2006,137500
1382,70,60,7200,Reg,Lvl,OldTown,1Fam,6,8,1915,1950,663,Y,774,821,1595,2,7,1,2,528,4,2006,155500
1702,30,50,6000,Reg,HLS,BrkSide,1Fam,5,7,1924,2003,949,Y,949,0,949,1,5,1,2,370,7,2008,119000
1431,20,313,27650,IR2,HLS,NAmes,1Fam,7,7,1960,2007,585,Y,2069,0,2069,2,9,1,2,505,11,2008,242000
931,160,30,3180,Reg,Lvl,Somerst,TwnhsE,6,5,2005,2005,600,Y,600,600,1200,2,5,0,2,480,5,2008,165000
316,160,24,2364,Reg,Lvl,NPkVill,TwnhsE,6,5,1978,1978,855,Y,855,601,1456,2,6,1,2,440,4,2009,138000
1705,50,50,6000,Reg,Lvl,BrkSide,1Fam,6,6,1940,1950,572,Y,848,348,1196,1,6,2,2,576,3,2010,128000
1005,20,94,17778,IR1,Lvl,Veenker,1Fam,8,5,1981,1981,2461,Y,2497,0,2497,2,7,2,2,676,3,2007,373000
350,60,102,12858,IR1,Lvl,NridgHt,1Fam,9,5,2009,2010,1590,Y,1627,707,2334,2,10,1,3,751,1,2010,376162
333,60,110,14257,Reg,Lvl,NridgHt,1Fam,9,5,2007,2007,1776,Y,1794,978,2772,3,10,3,3,754,6,2009,462000
804,60,50,8480,IR1,Lvl,SawyerW,1Fam,6,5,1993,1994,886,Y,886,794,1680,2,7,0,2,474,10,2008,163000
1607,50,100,12665,IR1,Lvl,OldTown,1Fam,5,8,1915,1950,876,Y,876,540,1416,1,7,1,3,720,6,2008,153900
2193,60,69,9337,IR1,Lvl,CollgCr,1Fam,6,5,1997,1997,824,Y,905,881,1786,2,7,0,2,684,5,2007,204750
817,120,50,8012,Reg,Lvl,SawyerW,TwnhsE,6,5,1993,1994,1604,Y,1617,0,1617,2,5,1,2,533,7,2008,193000
1601,30,60,8520,Reg,Lvl,OldTown,1Fam,5,8,1923,1950,624,Y,792,0,792,1,5,0,1,287,2,2009,99500
1869,190,75,11235,Reg,Lvl,Sawyer,2fmCon,5,5,1963,1963,925,Y,999,0,999,1,6,0,1,308,3,2007,130000
983,120,22,11064,IR2,Lvl,Veenker,TwnhsE,8,5,1995,1995,1230,Y,1239,0,1239,1,4,1,2,477,8,2008,217500
1805,50,50,8600,Reg,Bnk,IDOTRR,1Fam,6,6,1937,1950,780,Y,780,596,1376,2,7,1,1,198,6,2006,119500
2341,60,41,12393,IR2,Lvl,CollgCr,1Fam,7,5,2004,2005,847,Y,847,1101,1948,2,8,1,2,434,9,2006,195000
1787,50,40,5680,Reg,Lvl,OldTown,1Fam,5,3,1901,1950,969,N,969,245,1214,1,6,0,1,216,9,2007,117000
1193,20,128,12160,Reg,Lvl,NAmes,1Fam,6,4,1953,1953,1505,Y,1505,0,1505,1,6,1,2,505,2,2009,149500
1336,20,70,8400,Reg,Lvl,NAmes,1Fam,5,5,1955,1955,923,Y,925,0,925,1,5,2,1,390,3,2007,116900
1375,70,80,8146,Reg,Lvl,OldTown,1Fam,4,8,1900,2003,405,Y,717,322,1039,1,6,0,1,281,5,2009,114000
788,20,66,13695,Reg,Lvl,SawyerW,1Fam,5,5,2004,2004,1114,Y,1114,0,1114,1,6,0,2,576,6,2008,159000
2083,90,64,7018,Reg,Bnk,SawyerW,Duplex,5,5,1979,1979,0,Y,1535,0,1535,2,8,0,2,400,6,2009,118858
2913,20,60,6600,Reg,Lvl,Mitchel,1Fam,5,6,1982,2005,845,Y,845,0,845,1,6,0,1,264,7,2008,134500
671,20,75,11957,IR1,Lvl,Somerst,1Fam,8,5,2006,2006,1574,Y,1574,0,1574,2,7,1,3,824,7,2008,232000
2364,20,65,8769,Reg,Lvl,CollgCr,1Fam,7,5,2005,2005,1169,Y,1190,0,1190,2,5,0,2,578,10,2007,173500
1984,50,124,18600,Reg,Lvl,Edwards,1Fam,3,4,1938,1990,972,Y,1052,558,1610,2,8,1,1,480,6,2010,124000
2790,20,82,11202,IR1,Lvl,Timber,1Fam,8,5,2003,2003,1432,Y,1440,0,1440,2,7,1,2,467,6,2008,232500
505,60,65,9018,IR1,Lvl,Gilbert,1Fam,7,5,2007,2007,728,Y,728,728,1456,2,8,1,2,400,7,2007,179540
2806,20,79,11449,IR1,HLS,Timber,1Fam,8,5,2007,2007,1884,Y,1728,0,1728,2,7,1,2,520,1,2008,298751
1506,30,60,6978,Reg,Bnk,OldTown,1Fam,5,7,1926,1980,850,Y,960,0,960,1,5,0,2,576,4,2007,103000
2186,20,43,13568,IR2,Lvl,CollgCr,1Fam,5,5,1995,1995,990,Y,990,0,990,1,5,0,2,576,7,2006,156000
422,60,110,13688,IR1,Lvl,NridgHt,1Fam,9,5,2003,2004,1572,Y,1572,1096,2668,2,10,2,3,726,3,2008,412500
1448,20,60,7200,Reg,Lvl,NAmes,1Fam,4,5,1950,1950,0,Y,1040,0,1040,1,4,0,2,420,7,2006,109900
2460,50,50,8405,Reg,Lvl,Edwards,1Fam,4,3,1945,1950,0,N,1088,441,1529,2,9,0,1,240,4,2009,98000
2616,20,56,26073,IR1,Lvl,Crawfor,1Fam,5,5,1956,1956,1898,Y,1898,0,1898,2,7,2,2,484,4,2008,236500
1524,50,60,10440,Reg,Lvl,OldTown,1Fam,6,7,1920,1950,1510,Y,1584,1208,2792,2,8,2,2,520,6,2008,256000
2490,30,67,5142,Reg,Lvl,Edwards,1Fam,4,7,1923,2008,949,Y,949,343,1292,1,6,0,1,205,6,2008,108000
672,60,75,12447,IR1,Lvl,Somerst,1Fam,8,5,2005,2006,1100,Y,1116,848,1964,2,8,1,2,760,1,2006,252000
1639,70,60,7200,Reg,Lvl,OldTown,1Fam,7,7,1920,1950,596,Y,998,764,1762,1,8,0,2,576,10,2006,157000
267,160,21,1680,Reg,Lvl,BrDale,Twnhs,6,5,1973,1973,483,Y,483,504,987,1,5,0,1,264,2,2008,103400
67,80,57,8923,IR1,Lvl,Gilbert,1Fam,7,5,1998,1998,384,Y,751,631,1382,2,7,1,2,396,2,2009,177500
2475,50,70,11767,Reg,Lvl,Edwards,1Fam,4,7,1910,2000,560,N,796,550,1346,1,6,0,1,384,5,2007,112000
1104,20,70,9100,Reg,Lvl,NAmes,1Fam,5,5,1958,1958,864,Y,864,0,864,1,5,0,2,624,7,2006,129900
1796,70,57,6876,Reg,Lvl,IDOTRR,1Fam,6,5,1927,1950,720,Y,1146,784,1930,2,8,0,1,316,8,2009,149000
929,160,30,3182,Reg,Lvl,Somerst,TwnhsE,7,5,2004,2005,600,Y,600,600,1200,2,4,0,2,480,6,2010,151000
490,60,65,10237,Reg,Lvl,Gilbert,1Fam,6,5,2005,2007,783,Y,783,701,1484,2,8,1,2,393,7,2007,178900
1331,20,80,13600,Reg,Bnk,NAmes,1Fam,5,6,1955,1955,1056,Y,1056,0,1056,1,6,0,1,300,11,2006,125000
365,20,98,11478,Reg,Lvl,NridgHt,1Fam,8,5,2007,2008,1704,Y,1704,0,1704,2,7,1,3,772,5,2010,306000
1508,30,30,5232,IR3,Bnk,OldTown,1Fam,5,5,1925,2004,680,N,764,0,764,1,4,0,2,504,6,2008,73000
1566,20,60,6000,Reg,Bnk,OldTown,2fmCon,4,4,1953,1953,936,N,936,0,936,1,4,0,2,576,2,2009,93000
987,20,80,12000,Reg,Lvl,Veenker,1Fam,7,6,1980,1980,2002,Y,2362,0,2362,2,8,1,2,546,3,2007,255000
2183,20,70,16561,IR2,Low,CollgCr,1Fam,5,5,1996,1996,1097,Y,1097,0,1097,1,6,0,1,242,7,2007,147900
776,60,96,10628,IR1,Lvl,SawyerW,1Fam,7,5,2004,2004,835,Y,871,941,1812,2,8,0,2,478,1,2009,193000
2076,80,85,10541,IR1,Lvl,SawyerW,1Fam,7,5,1996,1996,672,Y,1302,735,2037,2,8,1,2,472,2,2008,229000
1564,30,60,6756,Reg,Lvl,OldTown,1Fam,5,6,1910,1950,481,N,899,0,899,1,5,0,1,200,9,2008,78000
1482,20,87,10000,IR1,Lvl,NAmes,1Fam,6,6,1962,1962,1116,Y,1116,0,1116,1,5,0,2,440,2,2010,160000
2624,160,24,1488,Reg,Lvl,Blueste,TwnhsE,6,6,1980,1992,561,Y,561,668,1229,1,5,1,2,462,10,2009,137000
2897,80,62,7706,Reg,Lvl,Mitchel,1Fam,6,5,1993,1996,384,Y,1091,0,1091,1,5,0,1,429,8,2009,131250
49,60,57,8773,IR1,HLS,Gilbert,1Fam,6,5,1997,1997,916,Y,916,684,1600,2,7,1,2,460,8,2007,169000
151,80,78,12090,Reg,Lvl,NWAmes,1Fam,6,7,1984,2003,585,Y,1140,728,1868,3,7,1,2,477,1,2007,178000
2493,50,45,8248,Reg,Lvl,Edwards,1Fam,5,7,1918,1950,686,Y,686,564,1250,1,7,0,1,280,7,2006,116000
2102,60,65,10616,IR1,Lvl,CollgCr,1Fam,7,5,2007,2007,628,Y,628,728,1356,2,6,1,2,484,3,2008,177439
984,120,30,9549,IR1,Lvl,Veenker,TwnhsE,8,5,1995,1996,1494,Y,1494,0,1494,1,6,1,2,481,4,2006,270000
2184,20,60,8072,Reg,Lvl,CollgCr,1Fam,5,5,1994,1995,990,Y,990,0,990,1,5,0,2,480,5,2009,138000
845,20,70,9100,Reg,Lvl,Sawyer,1Fam,5,4,1962,1962,988,Y,988,0,988,1,6,0,2,624,7,2006,129500
193,20,70,12243,IR1,Lvl,NWAmes,1Fam,5,6,1971,1971,1484,Y,1484,0,1484,2,7,1,2,487,2,2007,175000
833,20,81,9672,Reg,Lvl,SawyerW,1Fam,6,5,1984,1985,1040,Y,1097,0,1097,2,6,0,2,480,5,2010,152000
874,20,75,7500,Reg,Lvl,Sawyer,1Fam,5,5,1963,1963,1040,Y,1040,0,1040,1,5,0,1,308,6,2010,133000
1947,20,60,9600,Reg,Lvl,Sawyer,1Fam,4,7,1950,1995,1067,Y,1067,0,1067,2,4,0,2,436,2,2010,128000
8,20,81,14267,IR1,Lvl,NAmes,1Fam,6,6,1958,1958,1329,Y,1329,0,1329,1,6,0,1,312,6,2010,172000
2619,20,100,17500,Reg,Bnk,Crawfor,1Fam,6,5,1954,1954,1310,Y,1906,0,1906,1,6,2,2,576,1,2009,224000
2172,20,105,11249,IR2,Lvl,CollgCr,1Fam,6,5,1995,1995,1200,Y,1200,0,1200,2,6,0,2,521,8,2007,177500
389,60,102,12151,IR1,Lvl,NridgHt,1Fam,9,5,2005,2005,1414,Y,1414,917,2331,2,9,1,3,1003,8,2008,379000
1004,20,80,9600,Reg,Lvl,Veenker,1Fam,6,8,1976,1976,1262,Y,1262,0,1262,2,6,1,2,460,5,2007,181500
749,60,65,8125,Reg,Lvl,Somerst,1Fam,7,5,2006,2006,770,Y,778,798,1576,2,6,0,2,614,8,2006,197000
1750,70,51,6120,Reg,Lvl,OldTown,1Fam,5,5,1923,1950,1100,Y,1226,676,1902,2,7,0,2,576,10,2008,123500
2440,160,24,2522,Reg,Lvl,Edwards,Twnhs,7,5,2004,2004,970,Y,970,739,1709,2,7,0,2,380,5,2006,130000
682,20,98,12291,IR1,Lvl,Somerst,1Fam,10,5,2007,2007,1966,Y,1966,0,1966,2,6,1,3,1092,10,2007,419005
